name,phone,website,website_status,city,state,rating,reviews,quality_score
"Diamond Pro Inc","+1 336-891-2249","https://www.336wash.com/","reachable","Greensboro","North Carolina",5,267,1.0
"Piedmont Disposal","+1 336-777-8805","https://www.piedmontdisposal.com/","reachable","Winston-Salem","North Carolina",4.9,79,1.0
"Junk Doctors","+1 984-983-5680","https://junkdrs.com/service-areas/raleigh/%3Futm_campaign%3Dgmb","404","Morrisville","North Carolina",4.9,1787,1.0
"Carolina Rental Co","+1 336-905-0155","https://www.carolinarentalcompany.com/","reachable","High Point","North Carolina",4.9,55,1.0
"Affordable Junk Removal of Central IL  LLC","+1 217-971-9178","https://affordablejunkhaulers.com/","reachable","Springfield","Illinois",5,219,1.0
"Tyson's Roll Off Dumpsters & Disposal","+1 217-367-0542","https://www.tysonsrolloffdumpsters.com/","403","Urbana","Illinois",4.8,101,1.0
"Wastebox  Inc.","+1 630-850-0770","https://wasteboxinc.com/","reachable","Lemont","Illinois",4.9,173,1.0
"ARS Dumpsters Rentals Hawthorn Woods - Local Roll off Dumpster","+1 847-526-7643","https://arsdumpsters.com/","reachable","Hawthorn Woods","Illinois",5,330,1.0
"HMO - Residential and Commercial Pest Control Charlotte","+1 704-893-1100","https://hmo-pestcontrol.com/","reachable","Charlotte","North Carolina",5,164,1.0
"Dump Runners  LLC.","+1 919-391-7858","https://www.dumprunnersnc.com/","reachable","Zebulon","North Carolina",5,69,1.0
"Hemphill Branch Library","+1 336-373-2925","https://library.greensboro-nc.gov/locations/hemphill-branch","403","Greensboro","North Carolina",4.5,82,1.0
"Mi-Box Triad","+1 336-392-2875","https://www.miboxtriad.com/","reachable","Greensboro","North Carolina",5,113,1.0
"Ray Mobile Storage","+1 336-331-9944","http://raymobilestorage.com/","403","Greensboro","North Carolina",4.9,82,1.0
"Carolina Hauling & Junk Removal","+1 336-782-2084","http://carolinahauling.com/","reachable","King","North Carolina",5,129,1.0
"JunkGurus Junk Removal","+1 336-690-3139","http://junkgurus.us/","reachable","Kernersville","North Carolina",5,74,1.0
"GROOT RECYCLING & WASTE - ELGIN","+1 847-429-7370","https://www.groot.com/","reachable","Elgin","Illinois",4.9,2261,1.0
"Junk Raider","+1 980-391-6273","https://junkraider.com/%3Futm_campaign%3DGMBListing%26utm_source%3Dgoogle%26utm_medium%3Dgoogle","404","Charlotte","North Carolina",5,1656,1.0
"Anchor Disposal","+1 919-585-2035","http://www.anchordisposal.com/","reachable","Clayton","North Carolina",4.6,730,1.0
"Evergreen Roofing Solutions","+1 704-609-3561","https://www.evergreenroofingcharlotte.com/","reachable","Charlotte","North Carolina",4.9,141,1.0
"Seagull Disposal","+1 443-880-0809","https://www.seagulldisposal.com/","reachable","Salisbury","Maryland",4.9,294,1.0
"Mobile on the Spot Storage","+1 336-686-8004","https://www.mobileonthespot.com/mobile-storage-instant-quote","reachable","Greensboro","North Carolina",4.9,66,1.0
"1-888-U-FILL-IT DUMPSTER RENTAL","+1 630-887-7787","http://www.u-fill-it.com/","reachable","Burr Ridge","Illinois",4.9,145,1.0
"Viking Dumpsters","+1 704-269-4747","http://vikingdumpsters.com/","timeout","Charlotte","North Carolina",4.9,270,1.0
"Draeger Commercial Services","+1 763-363-2500","http://draegercommercialservices.com/","timeout","Prior Lake","Minnesota",5,105,1.0
"ACE Roll Off  LLC","+1 410-216-4757","https://www.acerolloff.com/","403","Baltimore","Maryland",4.9,553,1.0
"Tri County Trash","+1 910-632-3031","http://tricountytrash.com/","timeout","Wilmington","North Carolina",5,379,1.0
"Old Sarge's Junk Removal LLC","+1 336-306-3461","http://oldsarges.com/","reachable","Kernersville","North Carolina",5,334,1.0
"Prendeville Disposal","+1 973-635-8815","http://prendevilledisposal.com/","reachable","Chatham","New Jersey",5,66,1.0
"Clear Definition Auto Body & Paintless Dent Repair","+1 302-503-7560","http://cleardefautobody.com/","reachable","Milford","Delaware",5,244,1.0
"Guma Roll Off Containers and Dumpster Rental NYC","+1 718-808-8194","https://www.gumacontainers.com/","reachable","Brooklyn","New York",4.5,108,1.0
"Westphal Waste Services","+1 201-784-2222","https://www.westphalwasteservices.com/","403","Ridgefield Park","New Jersey",5,400,1.0
"Enviro-Master of Delaware","+1 302-257-3898","https://enviro-master.com/commercial-cleaning-locations/delaware/%3Futm_source%3Dgbp%26utm_medium%3Dorganic","403","Dover","Delaware",5,73,1.0
"Ortiz Pro Wash","+1 302-899-7719","https://ortizprowash.com/","reachable","Georgetown","Delaware",4.9,417,1.0
"Mikula Contracting","+1 973-772-1684","https://mikulainc.com/","403","Clifton","New Jersey",4.8,57,1.0
"PuroClean of Rahway","+1 732-454-7774","https://www.puroclean.com/rahway-nj-puroclean-rahway","403","Rahway","New Jersey",5,147,1.0
"Malibu Dumpsters LLC","+1 518-925-7286","https://malibudumpsters.com/","reachable","Schenectady","New York",5,138,1.0
"UNITS Moving and Portable Storage of Greater Philadelphia and Delaware","+1 267-710-7282","https://unitsstorage.com/greater-philadelphia-delaware/","403","New Castle","Delaware",5,133,1.0
"Dior Construction","+1 866-954-3975","https://www.diorconstruction.com/%3Futm_campaign%3Dgmb","error:ClientConnectorCertificateError","Bergenfield","New Jersey",4.7,274,1.0
"Dumpster Drop Dumpster Rental","+1 407-214-4141","https://dumpsterdrop.co/","reachable","Orlando","Florida",5,72,1.0
"Javis Dumpster Rental Orlando","+1 407-830-9810","https://javisdumpsterrental.com/","reachable","Orlando","Florida",4.9,327,1.0
"Lake Champlain Sanitation","+1 518-534-2893","https://www.lakechamplainsanitation.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgoogle_business_profile","404","West Chazy","New York",5,245,1.0
"Roll Off On The Go Rentals","+1 301-798-6777","http://www.rolloffonthegorentals.com/","reachable","Silver Spring","Maryland",5,99,1.0
"Brattleboro Portable Storage","+1 802-254-5155","https://wehavestorage.com/","reachable","Brattleboro","Vermont",4.9,202,1.0
"The Junk Pros Corporation","+1 877-258-6577","https://thejunkpros.com/","reachable","New York","New York",5,124,1.0
"Bin There Dump That Dumpster Rental","+1 321-405-2838","https://www.orlandodumpsterrental.net/","reachable","Orlando","Florida",5,105,1.0
"Bin There Dump That South Chicago Dumpster Rental","+1 844-712-2467","https://chicagoland.bintheredumpthatusa.com/home%3Futm_source%3Dgoogle%26utm_medium%3Dgmb-landing-page%26utm_campaign%3Dgmb-central-chicago","timeout","Bedford Park","Illinois",5,126,1.0
"Vermont Construction Company Roofing Division","+1 802-392-0162","https://vtroofing.com/","403","Colchester","Vermont",4.6,83,1.0
"Gold Brook Campground  LLC","+1 802-253-7683","http://gold-brook-campground-llc.square.site/","reachable","Stowe","Vermont",4.5,184,1.0
"Freedom Dumpsters Va","+1 804-372-3557","http://www.freedomdumpstersva.com/","403","Powhatan","Virginia",5,73,1.0
"Rhino Roll Offs","+1 520-335-0405","https://rhinorolloffdumpsterrentals.com/%3Futm_source%3Dgoogle%2B%26utm_medium%3Dorganic%26utm_campaign%3Dgbp-website-link","403","Tucson","Arizona",5,114,1.0
"Clean It Out Containers & Junk Removal","+1 518-742-7908","https://www.cleanitout518.com/","reachable","South Glens Falls","New York",5,120,1.0
"EFT Cleanouts and Junk Removal","+1 201-972-0949","https://eftjunkremovalnj.com/","reachable","West New York","New Jersey",4.9,50,1.0
"Raul’s Hauling & Junk Removal","+1 480-931-0310","http://raulshauling.com/","403","Glendale","Arizona",5,121,1.0
"Home to Home Construction LLC","+1 862-241-3516","https://www.hometoroofing.com/","reachable","Garfield","New Jersey",4.9,94,1.0
"Pack Rat Hauling","+1 540-454-0415","http://packrathauling.com/","403","Leesburg","Virginia",4.9,90,1.0
"Blackwater Hauling & Dumpster Rental","+1 757-469-4288","http://blackwaterdumpster.com/","reachable","Virginia Beach","Virginia",5,64,1.0
"Holz Haul-Off","+1 928-499-1582","https://holzhauloff.square.site/","reachable","Mayer","Arizona",5,66,1.0
"86 Dumpster","+1 443-671-1850","https://www.86dumpster.com/","reachable","White Marsh","Maryland",5,173,1.0
"Integrity Roll Off","+1 540-444-3867","https://www.integrityrolloff.com/","reachable","Fredericksburg","Virginia",5,162,1.0
"AGC Junk Removal & Dumpster Rentals LLC","+1 757-309-2739","https://agcjunkremoval.com/","reachable","Virginia Beach","Virginia",4.9,129,1.0
"Skunky's Junk Removal","+1 844-758-6597","https://skunkysjunk.com/","reachable","Tempe","Arizona",4.9,276,1.0
"Get Rid of It Junk & Trash Removal","+1 703-533-0094","https://www.getitremovedva.com/","reachable","Falls Church","Virginia",4.7,62,1.0
"IDS Dumpster Service","+1 434-665-1099","http://appomattoxtrash.com/","403","Appomattox","Virginia",5,73,1.0
"Arizona Junk Monkey Removal Services","+1 602-554-2941","https://azjunkmonkey.com/","reachable","Youngtown","Arizona",5,147,1.0
"D&M Container Service","+1 540-869-3899","https://dandmcontainer.com/","reachable","Middletown","Virginia",4.9,184,1.0
"Stuff Haulers  LLC","+1 202-630-7271","http://www.stuffhaulers.com/","reachable","Washington","District Of Columbia",5,92,1.0
"Bee Line Towing  Transport & Heavy Duty","+1 434-239-5386","https://beelinetransportinc.com/","reachable","Lynchburg","Virginia",4.5,1092,1.0
"Bin There Dump That Tampa - Dumpster Rental","+1 813-302-1717","https://www.tampabtdt.com/tampa-dumpster-rental/","reachable","Tampa","Florida",5,363,1.0
"Road Runner Heavy Duty Towing & Semi Truck Towing","+1 703-450-7555","https://roadrunnerwreckerservice.com/","reachable","Leesburg","Virginia",4.8,612,1.0
"K. Brooks Junk Removal LLC","+1 703-401-4207","https://www.kbrooksjunkremoval.com/","reachable","Woodbridge","Virginia",5,113,1.0
"Cleanout Brooklyn - Ronys Junk Removal","+1 646-427-7881","https://ronysjunkremoval.com/","reachable","Brooklyn","New York",4.8,141,1.0
"Living Green Technology","+1 253-204-4438","https://www.livinggreentechnology.org/","403","Seattle","Washington",4.9,249,1.0
"Nova Junk","+1 877-211-6682","https://www.novajunk.com/","reachable","Alexandria","Virginia",5,592,1.0
"J & S Dumpster Service LLC","+1 928-671-0674","https://www.jsdumpsterservice.com/","reachable","Wittmann","Arizona",5,101,1.0
"Just Haul It","+1 520-840-7296","http://www.junktug.com/","reachable","Maricopa","Arizona",5,242,1.0
"Junk-N-Dump: Trash Hauling & Junk Removal","+1 509-327-2562","https://spokanejunk.com/","reachable","Spokane","Washington",5,143,1.0
"Affordable Storage Containers","+1 253-588-5977","https://affordablecontainers.com/","reachable","Tacoma","Washington",4.5,62,1.0
"123JUNK","+1 703-400-7645","http://www.123junk.com/","reachable","Chantilly","Virginia",5,1218,1.0
"Junk Hunters LLC","+1 425-540-7577","http://www.junkhunters.net/","403","Monroe","Washington",5,104,1.0
"Arizona Metro Hauling","+1 480-233-2131","https://azmetrohauling.com/","reachable","Mesa","Arizona",5,73,1.0
"Junk B Gone","+1 206-722-4285","https://mrjunkbgoneseattle.com/","reachable","Seattle","Washington",5,641,1.0
"Dumpster Wagon","+1 804-651-8847","http://dumpster-wagon.com/","reachable","Richmond","Virginia",5,129,1.0
"O-Crew Hauling","+1 425-470-6373","http://www.ocrewhauling.com/","error:ClientConnectorDNSError","Monroe","Washington",5,57,1.0
"Northwest Junk Haulers and Handyman services","+1 425-535-0247","https://www.northwestjunkhaulers.com/","403","Everett","Washington",5,63,1.0
"Happy Hauler","+1 206-784-0313","http://www.happyhauler.com/","reachable","Seattle","Washington",5,311,1.0
"PIERCE COUNTY REFUSE","+1 253-875-5053","http://lemaypiercecountyrefuse.com/","reachable","Tacoma","Washington",4.7,1483,1.0
"Junk Management","+1 360-566-3628","http://www.junk-management.com/","reachable","Vancouver","Washington",5,145,1.0
"Go Green Haulerz LLC","+1 425-229-3685","http://www.go-greenhaulerz.com/","reachable","Kirkland","Washington",4.7,137,1.0
"Next Day Dumpsters","+1 301-259-5895","https://nextdaydumpsters.com/dumpster-rental-maryland/beltsville-md/%3Futm_source%3Dgoogle%26utm_medium%3Dgbp-beltsville%26utm_campaign%3Dmd","404","Beltsville","Maryland",4.7,335,1.0
"Northwest Labor Industries","+1 206-388-6135","https://northwestlaborindustries.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgoogle_my_business","404","Seattle","Washington",5,426,1.0
"Junk Butlers","+1 623-256-2272","https://azjunkbutlers.com/","reachable","Peoria","Arizona",5,301,1.0
"AZ Power Wash Pros","+1 602-475-8777","https://azpowerwashpros.com/","reachable","Phoenix","Arizona",4.9,299,1.0
"Re-Move-All Moving Solutions & Junk Removal","+1 908-458-6683","http://www.re-move-all.com/","reachable","Bernardsville","New Jersey",4.9,59,1.0
"City Disposal Services Inc.","+1 920-306-6553","http://citydisposal.com/","403","Appleton","Wisconsin",5,125,1.0
"Dumper Daddiez Junk Removal LLC","+1 304-216-0530","https://dumperdaddiez.square.site/","reachable","Morgantown","West Virginia",4.9,90,1.0
"U JUNK IT WE DUMP IT","+1 206-673-6122","https://www.ujunkitwedumpit.info/","reachable","Seattle","Washington",5,87,1.0
"Unhitched Dumpster Rental","+1 262-812-3042","https://unhitcheddumpster.com/","reachable","Genoa City","Wisconsin",5,137,1.0
"Omar’s Construction And Removal","+1 206-450-6885","https://omardemoandcinstruction.com/","reachable","Seattle","Washington",5,73,1.0
"State Fair of West Virginia","+1 304-645-1090","http://statefairofwv.com/","403","Lewisburg","West Virginia",4.5,1790,1.0
"ISLAND DISPOSAL  INC","+1 360-678-5701","https://www.islanddisposalinc.com/","reachable","Coupeville","Washington",4.5,128,1.0
"Ready Removal","+1 425-446-1992","http://www.readyremoval.net/","reachable","Arlington","Washington",5,138,1.0
"All-Green Services LLC","+1 724-550-6222","https://www.all-greenservices.com/","reachable","Connellsville","Pennsylvania",4.9,198,1.0
"Scotty Landscape Supply","+1 920-452-1925","http://scottylandscapesupply.com/","403","Sheboygan","Wisconsin",4.8,56,1.0
"Gone Trash","+1 253-678-5114","https://www.gonetrash.com/","reachable","Tacoma","Washington",5,105,1.0
"JJ Trailers","+1 623-565-2558","http://jjtrailersaz.com/","reachable","Phoenix","Arizona",5,97,1.0
"Airport Road Recycling & Transfer Station","+1 425-388-3425","http://www.snohomishcountywa.gov/207","reachable","Everett","Washington",4.5,444,1.0
"Modern Rentals Inc","+1 920-748-3100","http://www.modernrentals.com/","403","Ripon","Wisconsin",4.5,166,1.0
"Keep'er Movin' Junk Removal LLC","+1 920-840-8778","http://www.keepermovinjunkremoval.com/","reachable","Appleton","Wisconsin",5,145,1.0
"Toys For Trucks - Menasha  WI - Car  Truck  Jeep and Off-Road Accessories","+1 920-734-4272","https://toysfortrucks.com/","reachable","Menasha","Wisconsin",4.6,73,1.0
"Quality Dumpster Services","+1 608-574-3611","http://www.qdswi.com/","reachable","Dodgeville","Wisconsin",5,61,1.0
"AZ Demolition and Landscaping","+1 480-438-2221","https://www.azlandscapeandhauling.com/","reachable","Queen Creek","Arizona",4.9,64,1.0
"Randy’s Dumpster Rental","+1 920-876-4069","https://randyscleanoutanddumpsterrental.com/","403","Elkhart Lake","Wisconsin",5,73,1.0
"Junk Away inc.","+1 916-900-8535","https://junkawaysac.com/","reachable","Carmichael","California",4.9,213,1.0
"Sac Junk","+1 916-716-2108","https://www.sacjunk.com/","reachable","Rancho Cordova","California",5,138,1.0
"Crossroads Market","+1 920-294-3340","https://crossroadsgl.com/","reachable","Green Lake","Wisconsin",4.5,274,1.0
"Legal Shred","+1 888-445-7301","http://www.legalshred.com/","reachable","New York","New York",5,677,1.0
"Cheyenne Hauling","+1 307-256-1061","http://www.cheyennehauling.com/","reachable","Cheyenne","Wyoming",5,80,1.0
"Muñoz Hauling Trash Removal  LLC","+1 661-520-9790","http://munozhaulingtrashremoval.com/","403","Bakersfield","California",5,158,1.0
"TCJ Hauling (Take Care Junk)","+1 916-770-7619","http://takecarejunk.com/","reachable","West Sacramento","California",5,233,1.0
"OH Junk It Junk Removal","+1 661-480-8661","https://ohjunkit.com/","403","Lancaster","California",5,263,1.0
"Timely Junk Removal","+1 480-586-8597","http://timelyjunk.com/","reachable","Gilbert","Arizona",5,76,1.0
"Keele Sanitation","+1 307-587-6616","https://www.keelesanitation.com/","reachable","Powell","Wyoming",5,78,1.0
"Sparkle Wash Fox Valley","+1 920-923-3044","https://sparklewash.com/foxvalley/","reachable","Fond du Lac","Wisconsin",4.8,501,1.0
"Bins So Clean","+1 833-694-2467","https://www.binssoclean.com/","403","Sacramento","California",5,82,1.0
"Junk Hunter Junk Removal","+1 925-286-9909","http://www.junkhunter.net/","reachable","Walnut Creek","California",5,127,1.0
"JunkGuys","+1 916-471-4916","https://junkcalifornia.com/","reachable","Roseville","California",4.9,411,1.0
"Reset Advantage Hauling","+1 510-435-7735","http://www.resetadvantagehauling.com/","403","Oakland","California",5,151,1.0
"Manzanita's Hauling And Junk Removal","+1 510-488-8385","https://www.manzanitahauling.net/","reachable","Oakland","California",5,61,1.0
"Kern County Clean Up","+1 661-378-1634","https://kerncountycleanup.com/","reachable","Bakersfield","California",5,115,1.0
"SWIFT Disposal Bakersfield Dumpsters & Hauling","+1 661-282-7085","https://bakersfieldjunkremoval.net/","reachable","Bakersfield","California",5,802,1.0
"All American Dumpster Rental and Services","+1 715-216-4012","http://www.allamericandumpsterrentalwausau.com/","reachable","Wausau","Wisconsin",4.9,71,1.0
"Gary's Dumpster & Hauling Service","+1 570-472-4229","http://www.garysdumpsters.com/","reachable","Wyoming","Pennsylvania",4.9,102,1.0
"Kale's Junk & Trash Hauling","+1 916-295-2622","https://kalesjunkandtrashhauling.com/","reachable","Roseville","California",5,391,1.0
"Dan's Rubbish Removal & Dumpster Rentals  LLC","+1 508-796-5096","https://www.dansrubbish.com/","reachable","Worcester","Massachusetts",5,192,1.0
"1-888-DUMPSTER Rentals","+1 646-668-6841","https://1888dumpster.com/","reachable","Oceanside","New York",5,61,1.0
"Grissman Dumpsters","+1 920-415-4415","http://www.grissmandumpsters.com/","timeout","Kaukauna","Wisconsin",5,301,1.0
"Oakland Dumpsters","+1 248-872-5966","http://www.oaklanddumpstersmi.com/","reachable","Waterford Township","Michigan",5,149,1.0
"Rays Hauling","+1 925-594-0029","http://raysjunkhauling.com/","reachable","Pittsburg","California",5,516,1.0
